site,date,basin,Speckled Madtom,Sailfin Molly,Blue Crab,Atlantic Croaker,Gulf Menhaden,Grass Shrimp,Striped Mullet,Inland Silverside,Sheepshead Minnow,Gulf Killifish,Freshwater Goby,Mosquito Fish,White Shrimp,Bay Anchovy,Southern Flounder,Diamond Killifish,Naked Goby,Brown Shrimp,Sand Seatrout,Pinfish,Striped Anchovy,Skilletfish,Spot,Atlantic Spadefish,Ladyfish,Red Drum,Hogchoker,Silver Perch,Southern Kingfish,Spotted Seatrout,Threadfin Shad,Scaled Sardine,White Mullet,Butterfish,Gizzard Shad,Sea Catfish,Leatherjacket,Shrimp Eel,Gulf Kingfish,Furrowed Mud Crab,Lesser Rock Shrimp,Bayou Killifish,Rainwater Killifish,Atlantic Stingray,Inshore Lizardfish,Silver Jenny,Florida Stone Crab,Black Drum,Rough Silverside,Atlantic Needlefish,Gray Snapper,American Eel,Sheepshead,Gafftopsail Catfish,Skilletfish Spp.,Least Puffer,Spanish Mackerel,Crevalle Jack,Smooth Puffer
15,2007-01-10,Calcasieu,2,1,10,47,5,134,2,50,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-02-22,Calcasieu,0,0,0,17,3509,40,18,15,0,1,0,1,1,273,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-03-02,Calcasieu,0,0,19,223,38,137,17,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-04-11,Calcasieu,0,2,23,21,6,813,3,0,0,0,0,0,0,9,0,0,0,275,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-06-05,Calcasieu,0,0,0,3,0,11,0,105,0,2,0,0,106,35,1,0,0,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-07-24,Calcasieu,0,0,3,0,11,17,1,295,0,0,0,0,80,147,0,0,0,15,0,1,5,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-08-07,Calcasieu,0,0,6,0,1,28,0,9,0,0,0,0,81,79,0,0,0,25,5,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-09-20,Calcasieu,0,0,0,0,0,0,3,4,0,0,0,0,58,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-09-27,Calcasieu,0,0,0,0,0,0,0,58,0,0,0,0,134,197,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-10-03,Calcasieu,0,0,0,1,0,0,4,23,0,0,0,0,19,173,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-10-09,Calcasieu,0,0,1,1,0,0,0,31,0,0,0,0,885,266,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-11-09,Calcasieu,0,0,3,5,0,2,0,3,0,0,0,0,1122,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-11-20,Calcasieu,0,0,4,0,0,5,0,56,0,0,0,0,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-12-10,Calcasieu,0,1,6,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-12-12,Calcasieu,0,0,0,4,0,16,0,0,0,0,0,1,13,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-01-10,Calcasieu,6,0,0,2,3,155,0,46,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-02-22,Calcasieu,5,0,0,7,0,247,0,76,1,2,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-03-02,Calcasieu,10,0,3,9,19,147,39,39,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-04-11,Calcasieu,0,0,2,9,16,27,0,8,0,0,0,0,0,1,0,0,0,84,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-06-05,Calcasieu,0,0,1,0,0,329,2,32,0,0,0,0,3934,19,0,0,0,122,0,2,0,0,0,0,0,0,0,7,0,0,0,0,879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-07-24,Calcasieu,0,0,0,0,4,3,0,271,0,0,0,0,86,154,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-08-07,Calcasieu,0,0,0,0,2,0,4,99,0,0,0,0,6,56,0,0,0,1,0,0,6,0,3,0,0,0,0,0,0,1,0,2,2,0,0,0,2,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-09-20,Calcasieu,0,0,0,0,0,0,0,7,0,0,0,0,114,63,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-09-27,Calcasieu,0,0,0,7,0,0,2,1,0,0,0,0,239,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-10-03,Calcasieu,0,0,1,5,0,3,1,4,0,0,0,0,529,35,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-10-09,Calcasieu,0,0,0,0,0,0,0,0,0,0,0,0,2536,0,0,0,0,4,0,0,0,0,1,0,0,5,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-11-09,Calcasieu,0,0,2,2,0,117,0,3,0,0,0,0,628,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-11-20,Calcasieu,0,0,0,0,0,79,0,106,0,0,0,0,64,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-12-10,Calcasieu,37,0,1,1,0,560,0,53,0,3,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2007-12-12,Calcasieu,10,0,3,2,0,317,0,161,0,2,0,0,4,3,0,1,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2007-01-18,Calcasieu,0,0,1,26,98,306,133,115,0,0,0,0,0,262,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
28,2007-02-06,Calcasieu,0,0,0,4,0,13,10,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2007-03-15,Calcasieu,0,0,3,18,0,15,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2007-04-17,Calcasieu,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,12,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2007-05-09,Calcasieu,3,0,2,8,0,5,0,0,0,2,1,0,1,4,0,0,0,190,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2007-06-12,Calcasieu,0,0,0,1,0,1,4,12,0,0,0,0,5,3,0,0,0,65,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2007-07-31,Calcasieu,0,0,0,0,2,1,12,66,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2007-08-10,Calcasieu,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2007-09-11,Calcasieu,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2007-09-18,Calcasieu,0,0,0,0,0,0,1,0,0,0,1,0,201,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2007-10-02,Calcasieu,0,0,0,0,0,0,10,1,0,0,0,0,22,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,2007-10-09,Calcasieu,0,0,0,0,0,5,7,1,0,0,0,0,205,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0
28,2007-11-08,Calcasieu,0,0,1,15,0,8,1,0,0,0,0,0,444,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2007-11-28,Calcasieu,0,0,0,8,1,169,0,0,0,0,0,0,1167,33,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2007-12-05,Calcasieu,0,1,1,10,0,44,0,0,0,0,0,0,30,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2007-01-18,Calcasieu,5,0,1,15,80,485,9,119,6,1,0,0,0,141,0,0,1,0,0,2,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2007-02-06,Calcasieu,0,0,0,9,1524,386,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,2007-03-06,Calcasieu,3,0,1,8,0,448,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2007-04-17,Calcasieu,0,0,0,0,984,57,21,187,0,0,0,0,1,87,0,0,0,67,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2007-05-09,Calcasieu,0,0,0,5,12,5,48,18,0,0,0,0,0,1,0,0,0,313,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2007-06-12,Calcasieu,0,0,0,3,0,0,3,151,0,0,0,0,4386,54,0,0,0,8,17,0,4,0,1,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2007-07-31,Calcasieu,0,0,0,1,5,18,16,26,0,0,0,0,16,98,0,0,0,23,0,2,1,0,2,0,1,0,0,1,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
30,2007-08-10,Calcasieu,0,0,0,0,11,2,0,19,0,0,0,0,222,14,0,0,0,9,0,0,0,4,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,2007-09-11,Calcasieu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2007-09-18,Calcasieu,0,0,1,0,0,50,5,0,0,0,0,0,195,226,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2007-10-02,Calcasieu,0,0,0,0,0,8,0,1,0,0,0,0,71,127,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2007-10-26,Calcasieu,0,0,1,0,0,3,0,26,0,16,0,0,1320,135,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2007-11-08,Calcasieu,0,0,3,0,0,51,0,12,0,0,0,0,162,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2007-11-28,Calcasieu,2,0,0,1,0,507,0,87,0,0,0,0,255,138,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,2007-12-05,Calcasieu,61,0,4,14,0,69,0,26,0,10,0,0,1613,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2007-01-18,Calcasieu,0,0,2,12,2,95,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2007-02-16,Calcasieu,0,0,0,0,0,558,162,108,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2007-03-06,Calcasieu,0,0,0,10,5,105,0,581,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2007-04-17,Calcasieu,0,0,0,0,1825,30,1,4,0,0,0,0,0,10,0,0,0,49,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2007-05-09,Calcasieu,0,0,0,2,5,35,1,1,0,0,0,0,0,0,0,0,0,139,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2007-06-12,Calcasieu,1,0,1,1,17,102,3,1,0,0,0,0,140,3,0,0,0,70,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,2007-07-31,Calcasieu,0,0,1,1,153,91,0,3,0,0,0,0,62,468,0,0,0,48,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
32,2007-08-10,Calcasieu,0,0,0,2,120,56,0,4,0,0,0,0,101,89,0,0,0,39,10,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,2007-09-11,Calcasieu,0,0,1,0,0,0,1,0,0,0,0,0,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2007-09-18,Calcasieu,0,0,0,0,0,0,0,1,0,0,0,0,45,48,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2007-10-02,Calcasieu,0,0,0,0,1,3,3,7,0,0,0,0,431,308,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2007-10-26,Calcasieu,29,0,23,0,0,43,1,28,0,0,0,0,161,77,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2007-11-08,Calcasieu,1,0,0,0,0,3,3,132,0,0,0,1,460,8,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2007-11-28,Calcasieu,51,0,0,0,5,631,1,34,13,0,0,0,27,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2007-12-05,Calcasieu,1,0,0,6,0,305,2,70,9,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2007-01-26,Calcasieu,0,0,2,0,0,67,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2007-02-22,Calcasieu,0,0,0,3,1,315,25,65,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2007-03-02,Calcasieu,0,0,0,8,6,1883,57,1,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2007-04-11,Calcasieu,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2007-06-05,Calcasieu,0,0,0,0,9,132,2,30,0,1,0,0,79,0,0,0,0,51,1,0,0,0,0,0,0,0,0,3,0,0,0,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,2007-07-24,Calcasieu,0,0,0,1,1,14,0,55,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,2007-08-07,Calcasieu,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
51,2007-09-20,Calcasieu,0,0,1,0,1,0,0,2,0,0,0,0,21,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2007-09-27,Calcasieu,0,0,1,0,2,0,0,101,0,0,0,0,48,21,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,2007-10-03,Calcasieu,0,0,0,0,0,3,0,0,0,0,0,0,200,6,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
51,2007-10-26,Calcasieu,0,0,1,0,0,35,0,7,0,0,0,0,59,27,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,2007-11-09,Calcasieu,0,0,0,0,0,31,0,18,0,0,0,0,121,42,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2007-11-20,Calcasieu,1,0,0,0,0,24,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,2007-12-10,Calcasieu,0,0,2,2,0,42,0,23,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2007-12-12,Calcasieu,2,0,5,2,0,208,1,8,0,0,0,0,8,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
